trial,odour,conc,absamp,linearhex,percent,normalized,gb,humid,temp,dewp,hour,min
12,Methyl Palmitate,0.01,11.6577,13.63287152,85.51169858,83.05693647,Good,77,10.97681838,6.976818379,2346.7168,46.7168
12,Methyl Palmitate,0.1,14.9536,13.3921401,111.6595248,110.4420333,Good,77,10.97846743,6.978467428,2347.6983,47.6983
12,Methyl Palmitate,1,10.9711,13.1246989,83.59125098,80.37025546,Good,77,10.98029944,6.980299444,2348.7887,48.7887
12,Methyl Palmitate,10,19.043,12.90319657,147.5835844,132.2417867,Good,77,10.98181677,6.981816771,2349.6918,49.6918
12,Dodecyl Aldehyde,0.01,10.2997,12.47988699,82.53039478,78.8325195,Good,77,10.98471651,6.984716511,2351.4177,51.4177
12,Dodecyl Aldehyde,0.1,14.0991,12.24023476,115.1865163,113.184283,Good,77,10.98635817,6.986358168,2352.3948,52.3948
12,Dodecyl Aldehyde,1,16.51,12.00136738,137.5676577,127.3084956,Good,77,10.98799445,6.987994449,2353.3687,53.3687
12,Dodecyl Aldehyde,10,15.686,11.72541535,133.777777,125.249169,Good,77,10.98988477,6.989884765,2354.4938,54.4938
12,2-Heptanone,0.01,17.1509,11.37860514,150.7293714,133.6559298,Good,77,10.99226047,6.992260472,2355.9078,55.9078
12,2-Heptanone,0.1,18.2037,11.13802089,163.4374741,138.8145218,Good,77,10.99390851,6.993908513,2356.8887,56.8887
12,2-Heptanone,1,11.7645,10.88397137,108.090141,107.4846243,Good,77,10.99564879,6.995648794,2357.9245,57.9245
12,2-Heptanone,10,14.7705,10.64500589,138.7552074,127.9306327,Good,77,10.99728575,6.997285747,2358.8988,58.8988
12,Heptacosane,0.01,11.4746,10.248774,111.9607087,110.6829519,Good,77,11,7,2400.5143,60.5143
12,Heptacosane,0.1,18.5547,9.990579436,185.7219606,146.1560713,Good,77,10.9967621,7,2401.567,61.567
12,Heptacosane,1,6.65283,9.773320253,68.0713394,53.09529549,Good,77,10.99403756,7,2402.4528,62.4528
12,Heptacosane,10,8.48389,9.52010465,89.11551198,87.78609046,Good,77,10.9908621,7,2403.4852,63.4852
12,Hexane,0,9.1095,9.1095,100,100,Good,77,10.9857129,7,2405.1593,65.1593
12,Methyl Palmitate,0.01,15.3961,9.52827772,161.5832415,138.1123939,Good,77,10.9809977,7,2406.6923,66.6923
12,Methyl Palmitate,0.1,16.4032,9.83947901,166.7080135,140.0148812,Good,77,10.97749374,7,2407.8315,67.8315
12,Methyl Palmitate,1,19.3787,10.16679764,190.6077083,147.5362246,Good,77,10.97380832,7,2409.0297,69.0297
12,Methyl Palmitate,10,13.5193,10.44628328,129.4173213,122.7305905,Good,77,10.97066147,7,2410.0528,70.0528
12,Heptadecane,0.01,21.0114,10.84331625,193.772823,148.3931759,Good,77,10.9661911,7,2411.5062,71.5062
12,Heptadecane,0.1,8.95691,11.10952557,80.6236949,75.96698449,Good,77,10.96319373,7,2412.4807,72.4807
12,Heptadecane,1,14.5416,11.38054277,127.7759795,121.738029,Good,77,10.96014223,7,2413.4728,73.4728
12,Heptadecane,10,11.7645,11.66161283,100.8822722,100.8745562,Good,77,10.95697753,7,2414.5017,74.5017
12,2-Hydroxyhexanoic Acid (DCM),0.01,14.8468,12.06763326,123.0299237,118.7189612,Good,77,10.95240597,7,2415.988,75.988
12,2-Hydroxyhexanoic Acid (DCM),0.1,11.8256,12.35042433,95.75055633,95.56196451,Good,77,10.9492219,7,2417.0232,77.0232
12,2-Hydroxyhexanoic Acid (DCM),1,12.5427,12.62141421,99.37634395,99.37243007,Good,77,10.9461707,7,2418.0152,78.0152
12,2-Hydroxyhexanoic Acid (DCM),10,13.0157,12.91507765,100.7791076,100.7730844,Good,77,10.94286422,7,2419.0902,79.0902
12,2-Nonanal,0.01,11.8256,13.36666372,88.47084243,86.96840987,Good,77,10.93777961,7,2420.7433,80.7433
12,2-Nonanal,0.1,18.1427,13.70914358,132.3401414,124.4371368,Good,77,10.93392348,7,2421.997,81.997
12,2-Nonanal,1,15.5182,13.98054323,110.9985481,109.9087315,Good,77,10.93086767,7,2422.9905,82.9905
12,2-Nonanal,10,14.4653,14.25349998,101.4859509,101.4641937,Good,77,10.92779433,7,2423.9897,83.9897
12,Hexane,0,14.6637,14.6637,100,100,Good,77,10.9231757,7,2425.4913,85.4913
12,Methyl Palmitate,0.01,16.2659,14.93472585,108.9132815,108.1838334,Good,77,10.91840237,7,2427.0432,87.0432
12,Methyl Palmitate,0.1,19.1498,15.09605949,126.8529712,121.1685788,Good,77,10.91556094,7,2427.967,87.967
12,Methyl Palmitate,1,16.922,15.29467906,110.6397848,109.6165994,Good,77,10.91206283,7,2429.1043,89.1043
12,Methyl Palmitate,10,15.2435,15.46076294,98.59474629,98.57471745,Good,77,10.90913775,7,2430.0553,90.0553
12,Methyl Oleate,0.01,18.219,15.71633304,115.9239878,113.736577,Good,77,10.90463662,7,2431.5187,91.5187
12,Methyl Oleate,0.1,16.8152,15.88557793,105.8519877,105.5284627,Good,77,10.90165586,7,2432.4878,92.4878
12,Methyl Oleate,1,10.1929,16.05309388,63.4949255,42.50709925,Good,77,10.89870555,7,2433.447,93.447
12,Methyl Oleate,10,14.3738,16.24060626,88.50531669,87.01243752,Good,77,10.89540306,7,2434.5207,94.5207
12,2-Heptanol,0.01,11.0016,16.49621128,66.69167734,50.05625291,Good,77,10.89090132,7,2435.9843,95.9843
12,2-Heptanol,0.1,10.6659,16.67644111,63.95789082,43.6471267,Good,77,10.88772709,7,2437.0163,97.0163
12,2-Heptanol,1,15.9454,16.85115228,94.62498311,94.3196641,Good,77,10.88465006,7,2438.0167,98.0167
12,2-Heptanol,10,9.65881,17.03291896,56.70672199,23.65406341,Good,77,10.88144876,7,2439.0575,99.0575
12,2-Heptanol,10,9.79614,17.23908303,56.82518023,24.02167562,Good,77,10.87781778,7,2440.238,100.238
12,Hexadecanal,0.01,18.2648,17.4587818,104.6166921,104.4129594,Good,77,10.87394842,7,2441.496,101.496
12,Hexadecanal,0.1,10.6506,17.65455471,60.32777477,34.23887194,Good,77,10.87050045,7,2442.617,102.617
12,Hexadecanal,1,14.6637,17.8164472,82.30428791,78.49964742,Good,77,10.86764918,7,2443.544,103.544
12,Hexadecanal,10,9.59778,17.99161244,53.34585788,12.54402126,Bad,77,10.86456415,7,2444.547,104.547
12,Hexadecanal,10,14.8163,18.15333029,81.61753113,77.47730344,Good,77,10.86171596,7,2445.473,105.473
12,Hexane,0,18.5089,18.5089,100,100,Good,77,10.85545363,7,2447.509,107.509
12,Methyl Palmitate,0.01,17.4103,17.915556,97.17979166,97.09794774,Good,77,10.85070767,7,2449.052,109.052
12,Methyl Palmitate,0.1,21.0724,17.35528238,121.4177882,117.639745,Good,77,10.84622622,7,2450.509,110.509
12,Methyl Palmitate,1,16.7694,16.96151423,98.8673521,98.85437622,Good,77,10.8430766,7,2451.533,111.533
12,Methyl Palmitate,10,13.5803,16.57735957,81.92076636,77.93082946,Good,77,10.84000388,7,2452.532,112.532
12,Octanoic Acid,0.01,14.801,16.0186241,92.39869734,91.77336599,Good,77,10.83553474,7,2453.985,113.985
12,Octanoic Acid,0.1,10.7269,15.63793029,68.59539468,54.21761845,Good,77,10.83248969,7,2454.975,114.975
12,Octanoic Acid,0.1,15.6097,15.22801149,102.5064895,102.4452008,Good,77,10.82921089,7,2456.041,116.041
12,Octanoic Acid,1,10.6354,14.84385683,71.6484949,60.4297269,Good,77,10.82613816,7,2457.04,117.04
12,Octanoic Acid,10,12.1002,14.46585479,83.6466298,80.44945716,Good,77,10.82311465,7,2458.023,118.023
12,Palmitic Acid,10,13.4583,13.8686654,97.04106065,96.95083779,Good,77,10.81833793,7,2459.576,119.576
12,Hexane,0,13.3057,13.3057,100,100,Good,77,10.81383496,7,101.04,121.04
12,Methyl Palmitate,0.01,21.3318,12.76696057,167.0859707,140.1505706,Good,77,10.80952576,7,102.441,122.441
12,Methyl Palmitate,0.1,18.0054,12.32743226,146.0596142,131.5348048,Good,77,10.80601012,7,103.584,123.584
12,Methyl Palmitate,1,20.0043,11.98211605,166.9513124,140.1022977,Good,77,10.80324805,7,104.482,124.482
12,Methyl Palmitate,10,17.6544,11.57604265,152.5080767,134.4297022,Good,77,10.8,7,105.538,125.538
13,Hexane,0,196.854,196.854,100,100,Good,67,15.6,9.4,1700.837833,0.837833
13,Methyl Palmitate,0.01,63.446,202.4411288,31.34046939,-119.0762677,Good,67.07407861,15.58765357,9.404938574,1702.36317,2.36317
13,Methyl Palmitate,0.1,89.7522,206.2114427,43.52435482,-29.75642123,Good,67.12406844,15.57932193,9.408271229,1703.3925,3.3925
13,Methyl Palmitate,1,284.973,209.8956789,135.7688741,126.3454156,Good,67.17291698,15.5711805,9.411527799,1704.39833,4.39833
13,Methyl Palmitate,10,106.155,213.5359971,49.71292964,-1.15491225,Good,67.22118322,15.56313613,9.414745548,1705.39217,5.39217
13,2-Nonanal,0.01,49.7131,219.1890321,22.68046878,-240.9079943,Good,67.29613567,15.55064406,9.419742378,1706.9355,6.9355
13,2-Nonanal,0.1,84.3506,222.8610709,37.84896108,-64.20804465,Good,67.34482248,15.54252959,9.422988166,1707.938,7.938
13,2-Nonanal,1,58.7158,226.4342119,25.93062219,-185.6444294,Good,67.39219804,15.53463366,9.426146536,1708.9135,8.9135
13,2-Nonanal,10,147.278,230.203317,63.97735789,43.69470184,Good,67.44217184,15.52630469,9.429478122,1709.9425,9.9425
13,Heptadecane,0.01,130.005,235.3778698,55.23246518,18.9470637,Good,67.51078018,15.51486997,9.434052012,1711.3552,11.3552
13,Heptadecane,0.1,43.9606,239.2846993,18.37167196,-344.3162726,Good,67.56258004,15.50623666,9.437505336,1712.4218,12.4218
13,Heptadecane,1,168.442,242.8010656,69.37448959,55.85479533,Good,67.60920283,15.49846619,9.440613522,1713.3818,13.3818
13,Heptadecane,10,193.115,246.6397655,78.29840398,72.28347589,Good,67.66009938,15.48998344,9.444006625,1714.4298,14.4298
13,Methyl Oleate,0.01,120.087,251.8846457,47.67539509,-9.751801335,Good,67.72964018,15.4783933,9.448642679,1715.8617,15.8617
13,Methyl Oleate,0.1,285.431,255.7599744,111.6011216,110.3951658,Good,67.78102238,15.4698296,9.452068159,1716.9197,16.9197
13,Methyl Oleate,1,172.485,259.2726778,66.52648534,49.68392741,Good,67.8275966,15.46206723,9.455173107,1717.8787,17.8787
13,Methyl Oleate,10,232.101,262.8769533,88.29263924,86.74027545,Good,67.87538496,15.45410251,9.458358997,1718.8627,18.8627
13,Hexane,0,268.509,268.509,100,100,Good,67.95005913,15.44165681,9.463337275,1720.4003,20.4003
13,Methyl Palmitate,0.01,101.944,258.0048142,39.51244101,-53.0848448,Good,68.03359162,15.42773473,9.468906108,1722.1203,22.1203
13,Methyl Palmitate,0.1,147.949,251.006095,58.94239341,30.3428242,Good,68.08924758,15.41845874,9.472616505,1723.2663,23.2663
13,Methyl Palmitate,1,385.529,245.9421003,156.7560005,136.2065888,Bad,68.12951801,15.411747,9.475301201,1724.0955,24.0955
13,Methyl Palmitate,10,163.681,239.5101186,68.3399102,53.67262014,Good,68.18066709,15.40322215,9.47871114,1725.1487,25.1487
13,Hexadecanal,0.01,220.947,230.8435546,95.71287375,95.5208468,Good,68.24958626,15.39173562,9.483305751,1726.5678,26.5678
13,Hexadecanal,0.1,124.969,222.4011206,56.19081399,22.03496817,Good,68.31672307,15.38054615,9.487781538,1727.9502,27.9502
13,Hexadecanal,1,187.927,216.8039774,86.68060533,84.63393902,Good,68.36123327,15.37312779,9.490748885,1728.8667,28.8667
13,Hexadecanal,10,205.002,210.2767252,97.4915316,97.42698841,Good,68.41313997,15.36447667,9.494209331,1729.9355,29.9355
13,2-Hydroxyhexanoic Acid (DCM),0.01,189.865,201.4538198,94.24740626,93.89628429,Good,68.48330241,15.35278293,9.498886828,1731.3802,31.3802
13,2-Hydroxyhexanoic Acid (DCM),0.1,265.335,195.2655108,135.8842116,126.4079331,Good,68.53251374,15.34458104,9.502167582,1732.3935,32.3935
13,2-Hydroxyhexanoic Acid (DCM),1,151.062,188.4347365,80.16674781,75.26000152,Good,68.58683414,15.33552764,9.505788943,1733.512,33.512
13,2-Hydroxyhexanoic Acid (DCM),10,174.53,181.9410733,95.92666289,95.75369664,Good,68.63847374,15.32692104,9.509231582,1734.5753,34.5753
13,2-Heptanol,0.01,105.576,171.1162655,61.6984012,37.92124585,Good,68.72455592,15.31257401,9.514970394,1736.3478,36.3478
13,2-Heptanol,0.1,77.7435,164.3777081,47.29564664,-11.43595044,Good,68.77814298,15.30364284,9.518542866,1737.4512,37.4512
13,2-Heptanol,1,114.777,157.9237409,72.67874945,62.40819943,Good,68.8294669,15.29508885,9.52196446,1738.508,38.508
13,2-Heptanol,10,142.944,151.7262713,94.21176621,93.85614555,Good,68.87875108,15.28687482,9.525250072,1739.5228,39.5228
13,Hexane,0,142.7,142.7,100,100,Good,68.95053074,15.27491154,9.530035383,1741.0008,41.0008
13,Methyl Palmitate,0.01,140.137,138.8547407,100.9234537,100.9150041,Good,69.01714791,15.26380868,9.534476527,1742.3725,42.3725
13,Methyl Palmitate,0.1,321.136,136.2300296,235.7306982,157.5787113,Good,69.0626197,15.25623005,9.53750798,1743.3088,43.3088
13,Methyl Palmitate,1,275.909,132.6538853,207.9916464,151.921146,Good,69.12457459,15.24590424,9.541638306,1744.5845,44.5845
13,Methyl Palmitate,10,105.133,129.9509626,80.90205556,76.39374636,Good,69.17140135,15.23809978,9.54476009,1745.5487,45.5487
13,Octanoic Acid,0.01,292.114,125.3577883,233.0242134,157.0860047,Good,69.25097576,15.22483737,9.550065051,1747.1872,47.1872
13,Octanoic Acid,0.1,174.301,122.6046869,142.1650382,129.6592177,Good,69.29867185,15.21688803,9.55324479,1748.1693,48.1693
13,Octanoic Acid,1,230.789,119.8381298,192.5839466,148.074592,Good,69.34660105,15.20889983,9.55644007,1749.1562,49.1562
13,Octanoic Acid,10,289.078,116.9260825,247.2314079,159.5520647,Good,69.39705079,15.20049154,9.559803386,1750.195,50.195
13,Dodecyl Aldehyde,0.01,313.11,113.0300839,277.0147461,163.9008387,Good,69.46454699,15.18924217,9.564303132,1751.5848,51.5848
13,Dodecyl Aldehyde,0.1,89.2792,110.2467071,80.9812849,76.51467851,Good,69.51276758,15.1812054,9.567517839,1752.5777,52.5777
13,Dodecyl Aldehyde,1,60.5011,106.9365941,56.57661022,23.24851275,Good,69.57011361,15.17164773,9.571340907,1753.7585,53.7585
13,Dodecyl Aldehyde,10,129.242,104.5095142,123.6652959,119.13657,Good,69.61216153,15.16463974,9.574144102,1754.6243,54.6243
13,2-Heptanone,0.01,293.03,100.3721532,291.943523,165.7467996,Good,69.68383922,15.15269346,9.578922614,1756.1002,56.1002
13,2-Heptanone,0.1,176.636,97.46655338,181.2272968,144.8206745,Good,69.73417726,15.14430379,9.582278484,1757.1367,57.1367
13,2-Heptanone,1,74.5697,94.45555027,78.94686949,73.33253283,Good,69.78634136,15.13560977,9.585756091,1758.2108,58.2108
13,2-Heptanone,10,287.72,92.37916073,311.4555249,167.8926871,Good,69.82231375,15.12961437,9.58815425,1758.9515,58.9515
13,Hexane,0,82.1228,82.1228,100,100,Good,70,15.1,9.6,1802.6102,62.6102
13,Methyl Palmitate,0.01,73.4863,102.3919794,71.76958628,60.66521323,Good,70,15.09557901,9.595579007,1804.0672,64.0672
13,Methyl Palmitate,0.1,237.946,116.6513541,203.9804869,150.9757029,Good,70,15.09246884,9.592468838,1805.0922,65.0922
13,Methyl Palmitate,1,397.919,130.3904355,305.1749912,167.2319152,Good,70,15.08947215,9.589472151,1806.0798,66.0798
13,Methyl Palmitate,10,51.2543,145.0073379,35.34600438,-82.9174096,Bad,70,15.086284,9.586283999,1807.1305,67.1305
13,Methyl Palmitate,10,190.384,158.9397903,119.7837242,116.5162039,Good,70,15.08324514,9.583245136,1808.132,68.132
13,Benzoic Acid,0.01,265.701,182.432284,145.6436296,131.3392558,Good,70,15.07812109,9.578121093,1809.8207,69.8207
13,Benzoic Acid,0.1,232.056,196.3271751,118.1986141,115.3966391,Good,70,15.07509042,9.575090422,1810.8195,70.8195
13,Benzoic Acid,1,180.008,210.0648653,85.69162659,83.3024836,Good,70,15.07209404,9.572094039,1811.807,71.807
13,Benzoic Acid,10,290.039,224.6553357,129.103989,122.5430595,Good,70,15.06891165,9.568911653,1812.8558,72.8558
13,trans-Nerolidol,0.01,39.2456,244.8438279,16.02882961,-423.8758687,Good,70,15.06450826,9.564508259,1814.307,74.307
13,trans-Nerolidol,0.1,239.319,259.1685871,92.3410521,91.70580395,Good,70,15.06138383,9.561383828,1815.3367,75.3367
13,trans-Nerolidol,1,368.118,273.7660132,134.4644632,125.6309082,Good,70,15.05819992,9.558199925,1816.386,76.386
13,trans-Nerolidol,10,172.653,287.27138,60.10100971,33.61344431,Good,70,15.05525421,9.555254215,1817.3568,77.3568
13,Geraniol,0.01,148.804,307.3694469,48.4120987,-6.559935829,Good,70,15.05087054,9.550870544,1818.8015,78.8015
13,Geraniol,0.1,97.8088,321.5481344,30.41808972,-128.7517426,Good,70,15.04777797,9.547777973,1819.8207,79.8207
13,Geraniol,1,218.079,334.771096,65.14272069,46.49090652,Good,70,15.04489386,9.54489386,1820.7712,80.7712
13,Geraniol,10,286.087,349.4380801,81.87058489,77.85600881,Good,70,15.04169478,9.541694785,1821.8255,81.8255
13,Hexane,0,371.353,371.353,100,100,Good,70,15.03691483,9.536914833,1823.4008,83.4008
13,Methyl Palmitate,0.01,143.097,356.7519013,40.11106864,-49.30774322,Good,70,15.03262158,9.532621585,1824.8157,84.8157
13,Methyl Palmitate,0.1,347.794,346.5758158,100.3514914,100.3502603,Good,70,15.02962945,9.52962945,1825.8018,85.8018
13,Methyl Palmitate,1,123.306,336.2511291,36.67080623,-72.69648603,Good,70,15.02659362,9.526593621,1826.8023,86.8023
13,Methyl Palmitate,10,245.346,325.5394601,75.36597866,67.31413592,Good,70,15.023444,9.523444005,1827.8403,87.8403
13,Octadecanol,0.01,413.116,310.0188915,133.2551052,124.9559708,Good,70,15.0188804,9.5188804,1829.3443,89.3443
13,Octadecanol,0.1,229.675,296.5446852,77.45038487,70.88508319,Good,70,15.0149185,9.514918498,1830.65,90.65
13,Octadecanol,1,239.182,286.2850115,83.54681188,80.30662362,Good,70,15.01190179,9.511901785,1831.6442,91.6442
13,Octadecanol,10,111.938,276.3390514,40.50748507,-46.86795495,Bad,70,15.00897732,9.508977315,1832.608,92.608
13,Octadecanol,10,391.663,266.0577067,147.2097933,132.0697368,Good,70,15.00595423,9.50595423,1833.6043,93.6043
13,2-Heptanone,0.01,137.665,193.7105991,71.06735545,59.2884182,Good,70,14.98468158,9.484681579,1840.615,100.615
13,2-Heptanone,0.1,385.803,182.8028591,211.0486685,152.6175641,Good,70,14.98147431,9.481474312,1841.672,101.672
13,2-Heptanone,1,263.733,172.4523735,152.9309192,134.6109992,Good,70,14.9784309,9.478430897,1842.675,102.675
13,2-Heptanone,10,323.151,161.8851779,199.6174104,149.9041693,Good,70,14.97532376,9.475323761,1843.699,103.699
13,Hexane,0,148.315,148.315,100,100,Good,70,14.97133364,9.471333641,1845.014,105.014
13,Methyl Palmitate,0.01,192.841,152.5308339,126.4275524,120.9033173,Good,70,14.96653639,9.466536394,1846.595,106.595
13,Methyl Palmitate,0.1,291.504,155.2800589,187.727904,146.731414,Good,70,14.96340802,9.463408018,1847.626,107.626
13,Methyl Palmitate,1,380.92,158.0586161,240.9991997,158.5060863,Good,70,14.96024626,9.460246265,1848.668,108.668
13,Methyl Palmitate,10,405.472,160.9385027,251.9421973,160.308356,Good,70,14.95696921,9.456969208,1849.748,109.748
13,Ethyl Palmitate,0.01,236.481,164.5890255,143.679689,130.4007402,Good,70,14.95281523,9.452815235,1851.117,111.117
13,Ethyl Palmitate,0.1,146.652,167.2875859,87.66460418,85.92887524,Good,70,14.94974451,9.449744511,1852.129,112.129
13,Ethyl Palmitate,1,104.568,169.9088159,61.54359879,37.51356443,Good,70,14.94676178,9.446761782,1853.112,113.112
13,Ethyl Palmitate,1,80.78,172.5860438,46.80563864,-13.6494724,Bad,70,14.94371533,9.443715333,1854.116,114.116
13,Ethyl Palmitate,10,438.4,175.2019408,250.2255387,160.0360537,Good,70,14.94073867,9.440738673,1855.097,115.097
13,Palmitic Acid,10,355.133,180.1244135,197.159837,149.2797308,Good,70,14.93513733,9.435137333,1856.943,116.943
13,Methyl Palmitate,0.01,305.893,184.3989118,165.8865538,139.7178387,Good,70,14.93027333,9.430273331,1858.546,118.546
13,Methyl Palmitate,0.1,110.825,187.0388078,59.25240934,31.23049154,Good,70,14.92726936,9.427269362,1859.536,119.536
13,Methyl Palmitate,1,102.081,189.6333722,53.83071493,14.2324505,Good,70,14.92431698,9.424316976,1900.509,120.509
13,Methyl Palmitate,10,81.4056,192.3905969,42.31267084,-36.33582568,Bad,70,14.9211795,9.421179498,1901.543,121.543
13,Methyl Palmitate,10,190.994,195.035826,97.92764944,97.88379424,Good,70,14.91816946,9.41816946,1902.535,122.535
13,Hexane,0,199.081,199.081,100,100,Good,70,14.91356641,9.413566409,1904.052,124.052
13,Methyl Palmitate,0.01,242.996,203.3341658,119.5057403,116.3220112,Good,70,14.90872668,9.408726681,1905.647,125.647
13,Methyl Palmitate,0.1,146.103,205.7554037,71.00809863,59.17099326,Good,70,14.90597153,9.405971526,1906.555,126.555
13,Methyl Palmitate,1,185.73,208.6859549,88.99976046,87.64014702,Good,70,14.90263682,9.402636817,1907.654,127.654
13,Methyl Palmitate,10,145.233,211.003197,68.82976281,54.71401336,Good,70,14.9,9.4,1908.523,128.523
14,Hexane,0,115.295,115.295,100,100,Good,70,14.9,9.4,1930.631667,0.631667
14,Methyl Palmitate,0.01,106.384,114.5069739,92.90613175,92.36447787,Good,70,14.87733532,9.4,1932.12833,2.12833
14,Methyl Palmitate,0.1,152.695,113.9800095,133.9664742,125.3544586,Good,70,14.86217912,9.4,1933.12917,3.12917
14,Methyl Palmitate,1,124.313,113.4559463,109.5694004,108.7336431,Good,70,14.84710637,9.4,1934.1245,4.1245
14,Methyl Palmitate,10,150.009,112.9418869,132.8196332,124.7099261,Good,70,14.83232134,9.4,1935.10083,5.10083
14,Dodecyl Aldehyde,0.01,105.988,112.1177904,94.53272282,94.21652417,Good,70,14.80861922,9.4,1936.666,6.666
14,Dodecyl Aldehyde,0.1,151.505,111.5071142,135.8702546,126.4003734,Good,70,14.79105536,9.4,1937.82583,7.82583
14,Dodecyl Aldehyde,1,107.574,110.9018771,96.99925989,96.9064299,Good,70,14.77364794,9.4,1938.97533,8.97533
14,Dodecyl Aldehyde,10,55.0079,110.2453725,49.89588112,-0.417344605,Bad,70,14.75476599,9.4,1940.2222,10.2222
14,Dodecyl Aldehyde,10,115.341,109.7796637,105.0659076,104.8216474,Good,70,14.74137159,9.4,1941.1067,11.1067
14,Ethyl Palmitate,0.01,139.404,109.044323,127.8415934,121.7781965,Good,70,14.72022221,9.4,1942.5033,12.5033
14,Ethyl Palmitate,0.1,110.565,108.4108116,101.9870605,101.9483457,Good,70,14.70200158,9.4,1943.7065,13.7065
14,Ethyl Palmitate,1,71.1365,107.9597401,65.89169253,48.23580004,Good,70,14.68902816,9.4,1944.5632,14.5632
14,Ethyl Palmitate,10,137.497,107.4571221,127.9552228,121.8476606,Good,70,14.6745722,9.4,1945.5178,15.5178
14,Heptacosane,0.01,126.007,106.6373799,118.1640061,115.3718604,Good,70,14.65099532,9.4,1947.0747,17.0747
14,Heptacosane,0.1,151.81,106.0215596,143.1878578,130.161676,Good,70,14.63328351,9.4,1948.2443,18.2443
14,Heptacosane,1,128.204,105.4572859,121.5695994,117.7425931,Good,70,14.61705425,9.4,1949.316,19.316
14,Heptacosane,10,105.865,105.0050034,100.8190053,100.8123521,Bad,70,14.604046,9.4,1950.175,20.175
14,Heptacosane,10,142.349,104.501543,136.2171274,126.5877927,Good,70,14.58956581,9.4,1951.1312,21.1312
14,Hexane,0,103.653,103.653,100,100,Good,70,14.56516059,9.4,1952.7428,22.7428
14,Methyl Palmitate,0.01,110.382,103.0110864,107.1554567,106.677641,Good,70,14.54428228,9.4,1954.1215,24.1215
14,Methyl Palmitate,0.1,73.4711,102.522772,71.66320085,60.45836801,Good,70,14.5283998,9.4,1955.1703,25.1703
14,Methyl Palmitate,1,155.411,102.0365993,152.3090744,134.3440301,Good,70,14.51258698,9.4,1956.2145,26.2145
14,Methyl Palmitate,10,85.2356,101.5967532,83.89598809,80.80478904,Good,70,14.49828094,9.4,1957.1592,27.1592
14,Methyl Palmitate,10,84.6252,101.1226395,83.68571118,80.50528748,Good,70,14.48286034,9.4,1958.1775,28.1775
14,trans-Nerolidol,0.01,42.511,100.4154031,42.33513854,-36.21039981,Good,70,14.4598574,9.4,1959.6965,29.6965
14,trans-Nerolidol,0.1,186.646,99.90394869,186.8254483,146.4741014,Good,70,14.44322229,9.4,2000.795,30.795
14,trans-Nerolidol,1,33.8898,99.46200742,34.07311081,-93.48655768,Good,70,14.4288481,9.4,2001.7442,31.7442
14,trans-Nerolidol,10,65.5823,98.97159788,66.26375789,49.08794312,Good,70,14.41289748,9.4,2002.7975,32.7975
14,Octadecanol,0.01,139.633,98.32782186,142.0076204,129.5812438,Good,70,14.39195859,9.4,2004.1802,34.1802
14,Octadecanol,0.1,112.701,97.80226001,115.2335334,113.2197052,Good,70,14.37486464,9.4,2005.309,35.309
14,Octadecanol,1,91.5527,97.2930405,94.09994747,93.73001507,Good,70,14.35830222,9.4,2006.4027,36.4027
14,Octadecanol,10,80.5359,96.86376337,83.14347616,79.72598138,Good,70,14.34433993,9.4,2007.3247,37.3247
14,Octanoic Acid,0.01,104.05,96.17463855,108.1886052,107.5688241,Good,70,14.32192607,9.4,2008.8048,38.8048
14,Octanoic Acid,0.1,150.482,95.72161616,157.20796,136.3899894,Good,70,14.30719147,9.4,2009.7778,39.7778
14,Octanoic Acid,1,121.368,95.17482325,127.5211194,121.5816169,Good,70,14.28940697,9.4,2010.9522,40.9522
14,Octanoic Acid,10,157.608,94.70932295,166.4123394,139.9083023,Good,70,14.27426652,9.4,2011.952,41.952
14,Hexane,0,93.9789,93.9789,100,100,Good,70,14.25050944,9.4,2013.5208,43.5208
14,Methyl Palmitate,0.01,153.03,97.06286001,157.6607159,136.5726589,Good,70,14.22725663,9.4,2015.0563,45.0563
14,Methyl Palmitate,0.1,67.0929,99.42558913,67.48051541,51.80907498,Good,70,14.20944185,9.4,2016.2327,46.2327
14,Methyl Palmitate,1,175.827,101.6077595,173.044855,142.211515,Good,70,14.19298846,9.4,2017.3192,47.3192
14,Methyl Palmitate,10,167.175,103.517987,161.4936736,138.0780697,Good,70,14.1785855,9.4,2018.2703,48.2703
14,Butyric Acid,0.01,124.588,106.7439437,116.716692,114.3224518,Good,70,14.15426205,9.4,2019.8765,49.8765
14,Butyric Acid,0.1,143.723,108.6047636,132.3358158,124.4346669,Good,70,14.14023162,9.4,2020.803,50.803
14,Butyric Acid,1,177.628,110.7055921,160.4507926,137.6755961,Good,70,14.12439154,9.4,2021.849,51.849
14,Butyric Acid,10,121.567,112.7772983,107.7938573,107.2303353,Good,70,14.10877105,9.4,2022.8805,52.8805
14,Geraniol,0.01,109.177,115.6915451,94.3690396,94.0330426,Good,70,14.08679786,9.4,2024.3315,54.3315
14,Geraniol,0.1,87.7838,117.7977964,74.52074886,65.80918531,Good,70,14.0709169,9.4,2025.3802,55.3802
14,Geraniol,1,108.566,119.7224847,90.68137893,89.72377661,Good,70,14.05640491,9.4,2026.3385,56.3385
14,Geraniol,10,110.916,121.6991916,91.13947148,90.27805584,Good,70,14.0415007,9.4,2027.3227,57.3227
