trial,odour,conc,percent,gb,normalized
12,2-Heptanol,0.01,66.69167734,Good,50.05625291
12,2-Heptanol,0.1,63.95789083,Good,43.64712673
12,2-Heptanol,1,94.62498312,Good,94.3196641
12,2-Heptanol,10,56.70672198,Good,23.65406339
12,2-Heptanol,10,56.82518022,Good,24.02167558
12,Hexadecanal,0.01,104.6166921,Good,104.4129594
12,Hexadecanal,0.1,60.32777476,Good,34.23887189
12,Hexadecanal,1,82.30428792,Good,78.49964743
12,Hexadecanal,10,53.34585787,Bad,12.54402122
12,Hexadecanal,10,81.61753113,Good,77.47730344
12,Hexane,0,100,Good,100
12,Methyl Palmitate,0.01,97.17979168,Good,97.09794777
12,Methyl Palmitate,0.1,121.4177882,Good,117.639745
12,Methyl Palmitate,1,98.86735213,Good,98.85437624
12,Methyl Palmitate,10,81.92076635,Good,77.93082944
12,Octanoic Acid,0.01,92.39869734,Good,91.77336599
12,Octanoic Acid,0.1,68.59539467,Good,54.21761842
12,Octanoic Acid,0.1,102.5064895,Good,102.4452008
12,Octanoic Acid,1,71.64849487,Good,60.42972686
12,Octanoic Acid,10,83.64662978,Good,80.44945712
12,Palmitic Acid,10,97.04106063,Good,96.95083777
12,Hexane,0,100,Good,100
12,Methyl Palmitate,0.01,167.0859707,Good,140.1505707
12,Methyl Palmitate,0.1,146.0596142,Good,131.5348048
12,Methyl Palmitate,1,166.9513124,Good,140.1022978
12,Methyl Palmitate,10,152.5080767,Good,134.4297022
13,Hexane,0,100,Good,100
13,Methyl Palmitate,0.01,31.34046939,Good,-119.0762677
13,Methyl Palmitate,0.1,43.52435482,Good,-29.75642124
13,Methyl Palmitate,1,135.7688741,Good,126.3454156
13,Methyl Palmitate,10,49.71292964,Good,-1.154912251
13,2-Nonanal,0.01,22.68046878,Good,-240.9079943
13,2-Nonanal,0.1,37.84896109,Good,-64.20804464
13,2-Nonanal,1,25.93062219,Good,-185.6444294
13,2-Nonanal,10,63.97735789,Good,43.69470186
13,Heptadecane,0.01,55.23246519,Good,18.94706373
13,Heptadecane,0.1,18.37167196,Good,-344.3162725
13,Heptadecane,1,69.3744896,Good,55.85479536
13,Heptadecane,10,78.29840399,Good,72.28347591
13,Methyl Oleate,0.01,47.67539509,Good,-9.751801361
13,Methyl Oleate,0.1,111.6011216,Good,110.3951658
13,Methyl Oleate,1,66.52648534,Good,49.68392741
13,Methyl Oleate,10,88.29263923,Good,86.74027544
13,Hexane,0,100,Good,100
13,Methyl Palmitate,0.01,39.512441,Good,-53.08484482
13,Methyl Palmitate,0.1,58.94239341,Good,30.34282422
13,Methyl Palmitate,1,156.7560005,Bad,136.2065888
13,Methyl Palmitate,10,68.33991021,Good,53.67262016
13,Hexadecanal,0.01,95.71287376,Good,95.52084681
13,Hexadecanal,0.1,56.190814,Good,22.03496819
13,Hexadecanal,1,86.68060533,Good,84.63393903
13,Hexadecanal,10,97.4915316,Good,97.42698842
13,2-Hydroxyhexanoic Acid (DCM),0.01,94.24740627,Good,93.89628431
13,2-Hydroxyhexanoic Acid (DCM),0.1,135.8842117,Good,126.4079331
13,2-Hydroxyhexanoic Acid (DCM),1,80.16674781,Good,75.26000152
13,2-Hydroxyhexanoic Acid (DCM),10,95.92666287,Good,95.75369661
13,2-Heptanol,0.01,61.6984012,Good,37.92124583
13,2-Heptanol,0.1,47.29564665,Good,-11.4359504
13,2-Heptanol,1,72.67874947,Good,62.40819947
13,2-Heptanol,10,94.21176621,Good,93.85614555
13,Hexane,0,100,Good,100
13,Methyl Palmitate,0.01,100.9234537,Good,100.9150041
13,Methyl Palmitate,0.1,235.7306982,Good,157.5787113
13,Methyl Palmitate,1,207.9916464,Good,151.921146
13,Methyl Palmitate,10,80.90205559,Good,76.3937464
13,Octanoic Acid,0.01,233.0242133,Good,157.0860047
13,Octanoic Acid,0.1,142.1650382,Good,129.6592177
13,Octanoic Acid,1,192.5839467,Good,148.074592
13,Octanoic Acid,10,247.2314079,Good,159.5520647
13,Dodecyl Aldehyde,0.01,277.0147462,Good,163.9008387
13,Dodecyl Aldehyde,0.1,80.98128493,Good,76.51467856
13,Dodecyl Aldehyde,1,56.5766102,Good,23.24851267
13,Dodecyl Aldehyde,10,123.6652959,Good,119.13657
13,2-Heptanone,0.01,291.9435228,Good,165.7467996
13,2-Heptanone,0.1,181.2272968,Good,144.8206745
13,2-Heptanone,1,78.94686949,Good,73.33253282
13,2-Heptanone,10,311.455525,Good,167.8926871
13,Hexane,0,100,Good,100
13,Methyl Palmitate,0.01,87.07199288,Good,85.15250806
13,Methyl Palmitate,0.1,276.6904222,Good,163.8585249
13,Methyl Palmitate,1,454.5628244,Good,178.0008407
13,Methyl Palmitate,10,57.47352493,Bad,26.00684382
13,Methyl Palmitate,10,209.8073043,Good,152.3372171
13,Benzoic Acid,0.01,284.5423468,Good,164.8558462
13,Benzoic Acid,0.1,244.4303042,Good,159.0885425
13,Benzoic Acid,1,186.5774359,Good,146.4029509
13,Benzoic Acid,10,295.6078084,Good,166.1713943
13,trans-Nerolidol,0.01,39.09645936,Good,-55.77763724
13,trans-Nerolidol,0.1,234.6521744,Good,157.3837318
13,trans-Nerolidol,1,355.2344254,Good,171.8495751
13,trans-Nerolidol,10,164.2090476,Good,139.1020157
13,Geraniol,0.01,138.5546046,Good,127.8262889
13,Geraniol,0.1,89.74244648,Good,88.57000904
13,Geraniol,1,197.4064672,Good,149.3430983
13,Geraniol,10,255.1663873,Good,160.8098852
13,Hexane,0,324.1081956,Good,169.1461057
13,Methyl Palmitate,0.01,122.5297488,Good,118.3871664
13,Methyl Palmitate,0.1,293.9315802,Good,165.9784771
13,Methyl Palmitate,1,102.8522014,Good,102.7731068
13,Methyl Palmitate,10,201.9193844,Good,150.4752848
13,Octadecanol,0.01,333.5490513,Good,170.0194021
13,Octadecanol,0.1,182.4369034,Good,145.1865285
13,Octadecanol,1,187.6750016,Good,146.7163985
13,Octadecanol,10,86.80777933,Bad,84.8029511
13,Octadecanol,10,300.1145697,Good,166.6793918
13,2-Heptanone,0.01,97.32539871,Good,97.25189794
13,2-Heptanone,0.1,269.6072621,Good,162.909011
13,2-Heptanone,1,182.3074939,Good,145.1476196
13,2-Heptanone,10,220.9393836,Good,154.7387169
13,Hexane,0,100,Good,100
13,Methyl Palmitate,0.01,126.4275524,Good,120.9033173
13,Methyl Palmitate,0.1,187.7279041,Good,146.731414
13,Methyl Palmitate,1,240.9991998,Good,158.5060863
13,Methyl Palmitate,10,251.9421973,Good,160.308356
13,Ethyl Palmitate,0.01,143.679689,Good,130.4007402
13,Ethyl Palmitate,0.1,87.66460417,Good,85.92887523
13,Ethyl Palmitate,1,61.54359881,Good,37.51356447
13,Ethyl Palmitate,1,46.80563864,Bad,-13.64947239
13,Ethyl Palmitate,10,250.2255386,Good,160.0360536
13,Palmitic Acid,10,197.159837,Good,149.2797308
13,Methyl Palmitate,0.01,165.8865538,Good,139.7178387
13,Methyl Palmitate,0.1,59.25240933,Good,31.2304915
13,Methyl Palmitate,1,53.83071493,Good,14.2324505
13,Methyl Palmitate,10,42.31267084,Bad,-36.33582567
13,Methyl Palmitate,10,97.92764946,Good,97.88379426
13,Hexane,0,100,Good,100
13,Methyl Palmitate,0.01,119.5057402,Good,116.3220111
13,Methyl Palmitate,0.1,71.00809863,Good,59.17099327
13,Methyl Palmitate,1,88.99976047,Good,87.64014704
13,Methyl Palmitate,10,68.8297628,Good,54.71401334
14,Hexane,0,100,Good,100
14,Methyl Palmitate,0.01,92.90613172,Good,92.36447784
14,Methyl Palmitate,0.1,133.9664742,Good,125.3544586
14,Methyl Palmitate,1,109.5694003,Good,108.7336431
14,Methyl Palmitate,10,132.8196333,Good,124.7099261
14,Dodecyl Aldehyde,0.01,94.53272279,Good,94.21652413
14,Dodecyl Aldehyde,0.1,135.8702546,Good,126.4003735
14,Dodecyl Aldehyde,1,96.9992599,Good,96.9064299
14,Dodecyl Aldehyde,10,49.89588112,Bad,-0.4173446
14,Dodecyl Aldehyde,10,105.0659076,Good,104.8216474
14,Ethyl Palmitate,0.01,127.8415934,Good,121.7781965
14,Ethyl Palmitate,0.1,101.9870605,Good,101.9483457
14,Ethyl Palmitate,1,65.89169253,Good,48.23580005
14,Ethyl Palmitate,10,127.9552228,Good,121.8476606
14,Heptacosane,0.01,118.164006,Good,115.3718604
14,Heptacosane,0.1,143.1878578,Good,130.161676
14,Heptacosane,1,121.5695994,Good,117.7425931
14,Heptacosane,10,100.8190054,Bad,100.8123521
14,Heptacosane,10,136.2171274,Good,126.5877927
14,Hexane,0,100,Good,100
14,Methyl Palmitate,0.01,107.1554566,Good,106.6776409
14,Methyl Palmitate,0.1,71.66320084,Good,60.45836798
14,Methyl Palmitate,1,152.3090745,Good,134.3440302
14,Methyl Palmitate,10,83.89598812,Good,80.80478908
14,Methyl Palmitate,10,83.68571115,Good,80.50528743
14,trans-Nerolidol,0.01,42.33513852,Good,-36.2103999
14,trans-Nerolidol,0.1,186.8254483,Good,146.4741014
14,trans-Nerolidol,1,34.07311081,Good,-93.48655767
14,trans-Nerolidol,10,66.26375789,Good,49.08794312
14,Octadecanol,0.01,142.0076204,Good,129.5812438
14,Octadecanol,0.1,115.2335334,Good,113.2197052
14,Octadecanol,1,94.09994747,Good,93.73001506
14,Octadecanol,10,83.14347615,Good,79.72598137
14,Octanoic Acid,0.01,108.1886052,Good,107.5688241
14,Octanoic Acid,0.1,157.20796,Good,136.3899894
14,Octanoic Acid,1,127.5211194,Good,121.5816169
14,Octanoic Acid,10,166.4123395,Good,139.9083023
14,Hexane,0,100,Good,100
14,Methyl Palmitate,0.01,157.6607159,Good,136.5726589
14,Methyl Palmitate,0.1,67.48051542,Good,51.80907498
14,Methyl Palmitate,1,173.0448549,Good,142.211515
14,Methyl Palmitate,10,161.4936736,Good,138.0780697
14,Butyric Acid,0.01,116.716692,Good,114.3224518
14,Butyric Acid,0.1,132.3358159,Good,124.434667
14,Butyric Acid,1,160.4507926,Good,137.6755961
14,Butyric Acid,10,107.7938573,Good,107.2303353
14,Geraniol,0.01,94.36903959,Good,94.03304258
14,Geraniol,0.1,74.52074884,Good,65.80918529
14,Geraniol,1,90.68137892,Good,89.7237766
14,Geraniol,10,91.13947146,Good,90.27805583
14,2-Heptanone,0.01,124.3027389,Good,119.5512497
14,2-Heptanone,0.1,82.66136313,Bad,79.0244968
14,2-Heptanone,0.1,146.6781458,Good,131.8235178
14,2-Heptanone,1,68.740567,Good,54.52549438
14,2-Heptanone,10,141.8761353,Good,129.5159825
14,Hexane,0,100,Good,100
14,Methyl Palmitate,0.01,152.8540954,Good,134.578135
14,Methyl Palmitate,0.1,131.9189403,Good,124.1958738
14,Methyl Palmitate,1,135.6005524,Good,126.2539878
14,Methyl Palmitate,10,99.12902948,Good,99.12137694
14,2-Hydroxyhexanoic Acid (DCM),0.01,101.6883553,Good,101.6603232
14,2-Hydroxyhexanoic Acid (DCM),0.1,65.05936145,Good,46.29421843
14,2-Hydroxyhexanoic Acid (DCM),1,108.2717386,Good,107.6397948
14,2-Hydroxyhexanoic Acid (DCM),10,137.0155476,Good,127.015582
14,Benzoic Acid,0.01,101.6209028,Good,101.5950486
14,Benzoic Acid,0.1,140.1542387,Good,128.6500352
14,Benzoic Acid,1,58.40111209,Good,28.77038395
14,Benzoic Acid,10,91.65353392,Good,90.89345962
14,Methyl Oleate,0.01,100.3155007,Good,100.3145085
14,Methyl Oleate,0.1,86.15198289,Good,83.92606107
14,Methyl Oleate,1,136.9610776,Good,126.9865558
14,Methyl Oleate,10,102.28739,Good,102.2362385
14,Hexane,0,100,Good,100
14,Methyl Palmitate,0.01,78.68392714,Good,72.90924128
14,Methyl Palmitate,0.1,92.37800157,Good,91.7491196
14,Methyl Palmitate,1,59.73236909,Good,32.58658325
14,Methyl Palmitate,10,78.83651875,Good,73.15523112
14,Hexadecanal,0.01,67.42371782,Good,51.68423926
14,Hexadecanal,0.1,100.7099577,Good,100.7049528
14,Hexadecanal,1,102.0160683,Good,101.9762262
14,Hexadecanal,10,111.1762224,Good,110.0527093
14,2-Nonanal,0.01,100.546983,Good,100.5440073
14,2-Nonanal,0.1,64.66461217,Good,45.35591162
14,2-Nonanal,1,90.37900326,Good,89.354832
14,2-Nonanal,10,114.2718891,Good,112.4894138
14,2-Heptanol,0.01,61.79691977,Good,38.17963684
14,2-Heptanol,0.1,63.73779218,Good,43.10721068
14,2-Heptanol,1,93.81992729,Good,93.41283575
14,2-Heptanol,10,76.61206974,Good,69.47226417
14,Hexane,0,100,Good,100
14,Methyl Palmitate,0.01,66.3705578,Good,49.33078262
14,Methyl Palmitate,0.1,58.4206089,Good,28.8275287
14,Methyl Palmitate,1,65.3349311,Good,46.94251863
14,Methyl Palmitate,10,71.91930766,Good,60.95527994
14,Palmitic Acid,10,79.43330695,Good,74.10822507
14,Methyl Palmitate,0.01,81.99885058,Good,78.04707104
14,Methyl Palmitate,0.1,75.78112173,Good,68.04101376
14,Methyl Palmitate,1,50.98942321,Good,3.880895877
14,Methyl Palmitate,10,59.54958779,Good,32.07272509
14,Heptadecane,0.01,135.7052297,Good,126.3108723
14,Heptadecane,0.1,52.80663068,Good,10.62984193
14,Heptadecane,1,86.66177164,Good,84.6088672
14,Heptadecane,10,104.5744023,Good,104.3743041
14,Hexane,0,100,Good,100
14,Methyl Palmitate,0.01,58.38426816,Good,28.720984
14,Methyl Palmitate,0.1,72.34762917,Good,61.77846994
14,Methyl Palmitate,1,106.3277868,Good,105.9512071
14,Methyl Palmitate,10,62.1543791,Good,39.11029045
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,50.65940602,Good,2.603291542
15,Methyl Palmitate,0.1,86.06880245,Good,83.81388243
15,Methyl Palmitate,1,83.39521209,Good,80.0890393
15,Methyl Palmitate,10,44.64951455,Good,-23.96660075
15,Octanoic Acid,0.01,59.02254592,Good,30.57321834
15,Octanoic Acid,0.1,101.6354293,Good,101.6091134
15,Octanoic Acid,1,92.05009776,Good,91.36350483
15,Octanoic Acid,10,91.61151874,Good,90.84342081
15,2-Hydroxyhexanoic Acid (DCM),0.01,78.67687995,Good,72.89785758
15,2-Hydroxyhexanoic Acid (DCM),0.1,109.4331868,Good,108.6200421
15,2-Hydroxyhexanoic Acid (DCM),1,71.7532834,Good,60.63355533
15,2-Hydroxyhexanoic Acid (DCM),10,96.9198679,Good,96.82198071
15,2-Heptanol,0.01,108.0089608,Good,107.4150892
15,2-Heptanol,0.1,72.48135087,Good,62.03347648
15,2-Heptanol,1,91.00012395,Good,90.11003979
15,2-Heptanol,10,70.54554703,Good,58.24760852
15,Hexane,0,48.97397837,Bad,-4.190068556
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,73.23093503,Good,63.44568732
15,Methyl Palmitate,0.1,68.26079449,Good,53.5030236
15,Methyl Palmitate,1,92.01675503,Good,91.32413986
15,Methyl Palmitate,10,90.61848486,Good,89.64723902
15,Heptadecane,0.01,80.47075303,Good,75.73124865
15,Heptadecane,0.1,100.0538265,Good,100.0537975
15,Heptadecane,1,79.96943845,Good,74.95222933
15,Heptadecane,10,96.73960012,Good,96.62971536
15,Hexadecanal,0.01,76.46806364,Good,69.22645188
15,Hexadecanal,0.1,90.4877678,Good,89.48782533
15,Hexadecanal,1,97.82876235,Good,97.78057332
15,Hexadecanal,10,52.44809487,Good,9.335305238
15,Hexadecanal,10,89.85590756,Good,88.71071172
15,Methyl Oleate,0.01,110.4886063,Good,109.4929302
15,Methyl Oleate,0.1,94.12681651,Good,93.76035044
15,Methyl Oleate,1,89.08839976,Good,87.75194047
15,Methyl Oleate,10,111.6960011,Good,110.4712801
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,83.13067505,Good,79.70746065
15,Methyl Palmitate,0.1,99.20176445,Good,99.19534138
15,Methyl Palmitate,1,100.8335358,Good,100.8266454
15,Methyl Palmitate,10,78.51250481,Good,72.63175434
15,2-Nonanal,0.01,105.735517,Good,105.4243996
15,2-Nonanal,0.1,131.9533882,Good,124.2156633
15,2-Nonanal,1,116.502101,Good,114.1646381
15,2-Nonanal,10,133.7469996,Good,125.2319676
15,Benzoic Acid,0.01,59.12726851,Good,30.87329666
15,Benzoic Acid,0.1,110.294737,Good,109.3338424
15,Benzoic Acid,1,113.0000976,Good,111.5045012
15,Benzoic Acid,10,110.2439793,Good,109.2920986
15,Palmitic Acid,10,115.5252811,Good,113.4388602
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,143.8056523,Good,130.4617041
15,Methyl Palmitate,0.1,120.3038013,Good,116.877107
15,Methyl Palmitate,1,129.1046125,Good,122.5434335
15,Methyl Palmitate,10,83.20224778,Good,79.8109394
15,Heptacosane,0.01,100.9213428,Good,100.9129315
15,Heptacosane,0.1,122.2490911,Good,118.1998009
15,Heptacosane,1,103.7698525,Good,103.6328976
15,Heptacosane,10,100.1221345,Good,100.1219855
15,Dodecyl Aldehyde,0.01,134.3990102,Good,125.5946901
15,Dodecyl Aldehyde,0.1,90.66988998,Good,89.70980331
15,Dodecyl Aldehyde,1,97.91065062,Good,97.86606526
15,Dodecyl Aldehyde,10,71.10212394,Good,59.35722526
15,Ethyl Palmitate,0.01,113.2012929,Good,111.6617863
15,Ethyl Palmitate,0.1,107.2732609,Good,106.7801247
15,Ethyl Palmitate,1,95.89490758,Good,95.71917578
15,Ethyl Palmitate,10,85.25130571,Good,82.69974381
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,94.0109895,Good,93.62945701
15,Methyl Palmitate,0.1,81.11141142,Good,76.71278523
15,Methyl Palmitate,1,88.41062836,Good,86.89142714
15,Methyl Palmitate,10,127.8218305,Good,121.7661024
15,2-Heptanone,0.01,102.3337739,Good,102.280551
15,2-Heptanone,0.1,111.6807503,Good,110.4590543
15,2-Heptanone,1,100.1875826,Good,100.1872314
15,2-Heptanone,10,78.06976336,Good,71.90943626
15,trans-Nerolidol,0.01,95.00317569,Good,94.74036075
15,trans-Nerolidol,0.1,67.55937767,Good,51.98205868
15,trans-Nerolidol,1,116.4977573,Good,114.1614377
15,trans-Nerolidol,10,100.8423108,Good,100.8352752
15,Octadecanol,0.01,74.81801826,Good,66.34235666
15,Octadecanol,0.1,73.70968963,Good,64.33262642
15,Octadecanol,1,100.6054629,Good,100.6018191
15,Octadecanol,10,52.712677,Good,10.29231356
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,79.92999283,Good,74.89051799
15,Methyl Palmitate,0.1,96.07078552,Good,95.91008394
15,Methyl Palmitate,1,79.64429163,Good,74.44172337
15,Methyl Palmitate,10,46.88567414,Good,-13.28476518
15,Geraniol,0.01,55.79938269,Good,20.78654783
15,Geraniol,0.1,102.8529751,Good,102.7738382
15,Geraniol,1,88.58106517,Good,87.10905677
15,Geraniol,10,81.3139856,Good,77.01992558
15,Methyl Palmitate,0.01,67.54597811,Good,51.95269534
15,Methyl Palmitate,0.1,84.12472255,Good,81.12887987
15,Methyl Palmitate,1,101.3876207,Good,101.3686293
15,Methyl Palmitate,10,77.26906221,Good,70.58209697
15,Butyric Acid,0.01,98.06720835,Good,98.02911526
15,Butyric Acid,0.1,84.07480071,Good,81.05829671
15,Butyric Acid,1,88.91061163,Good,87.52748613
15,Butyric Acid,10,73.80054634,Good,64.49964809
15,Butyric Acid,10,68.7273255,Good,54.49746622
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,73.67532162,Good,64.2693404
15,Methyl Palmitate,0.1,72.70033334,Good,62.44904884
15,Methyl Palmitate,1,87.49893187,Good,85.71289059
15,Methyl Palmitate,10,96.33345729,Good,96.19390519
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,62.85191852,Good,40.89586704
16,Methyl Palmitate,0.1,115.4285926,Good,113.3663526
16,Methyl Palmitate,1,78.60639329,Good,72.78388459
16,Methyl Palmitate,10,55.29862546,Bad,19.16367873
16,Methyl Palmitate,10,47.53869921,Bad,-10.35493539
16,2-Heptanol,0.01,76.67558276,Good,69.58038479
16,2-Heptanol,0.1,43.71052481,Good,-28.77785256
16,2-Heptanol,1,53.86648831,Good,14.35582098
16,2-Heptanol,10,95.73398873,Good,95.5438906
16,Methyl Palmitate,0.01,55.25954105,Good,19.03577535
16,Methyl Palmitate,0.1,98.16815133,Good,98.13396845
16,Methyl Palmitate,1,77.95084124,Good,71.71402077
16,Methyl Palmitate,10,72.00803376,Good,61.12660661
16,Heptadecane,0.01,142.6527062,Good,129.8996825
16,Heptadecane,0.1,87.10892809,Good,85.20120475
16,Heptadecane,1,86.38927257,Good,84.2448871
16,Heptadecane,10,100.8018392,Good,100.7954609
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,94.44626515,Good,94.11968823
16,Methyl Palmitate,0.1,92.86678175,Good,92.31886998
16,Methyl Palmitate,1,100.7620549,Good,100.7562915
16,Methyl Palmitate,10,63.65523065,Good,42.90371901
16,Methyl Oleate,0.01,58.1091435,Good,27.91004309
16,Methyl Oleate,0.1,106.5915896,Good,106.1839678
16,Methyl Oleate,1,33.46363846,Bad,-98.83182048
16,Methyl Oleate,10,95.96347258,Good,95.79368345
16,Octanoic Acid,0.01,57.71022039,Good,26.72046766
16,Octanoic Acid,0.1,101.0370435,Good,101.0263993
16,Octanoic Acid,1,63.71618803,Good,43.05401329
16,Octanoic Acid,10,48.75925827,Good,-5.089255955
16,Hexadecanal,0.01,69.77154528,Good,56.67509641
16,Hexadecanal,0.1,44.62871087,Good,-24.07100284
16,Hexadecanal,1,38.54678068,Good,-59.42503691
16,Hexadecanal,10,57.83891285,Good,27.10601727
16,2-Hydroxyhexanoic Acid (DCM),0.01,82.26596549,Good,78.44304822
16,2-Hydroxyhexanoic Acid (DCM),0.1,64.54392066,Good,45.06674064
16,2-Hydroxyhexanoic Acid (DCM),1,146.2878557,Good,131.6416257
16,2-Hydroxyhexanoic Acid (DCM),10,94.99304802,Good,94.72913851
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,110.6275244,Good,109.6065825
16,Methyl Palmitate,0.1,24.56193702,Bad,-207.1340136
16,Methyl Palmitate,0.1,96.47501165,Good,96.34621619
16,Methyl Palmitate,1,107.2355889,Good,106.7473765
16,Methyl Palmitate,1,86.22503046,Bad,84.02439586
16,Methyl Palmitate,10,116.0622396,Good,113.8393328
16,2-Nonanal,0.01,136.1276576,Good,126.5395425
16,2-Nonanal,0.1,127.5777981,Good,121.6164556
16,2-Nonanal,1,69.06915795,Bad,55.21757761
16,2-Nonanal,1,141.0386721,Good,129.0974606
16,2-Nonanal,10,150.0019927,Good,133.334219
16,Heptacosane,0.01,103.4838606,Good,103.3665738
16,Heptacosane,0.1,165.9356796,Good,139.7356854
16,Heptacosane,1,120.8221736,Good,117.2337353
16,Heptacosane,10,151.7186805,Good,134.0885383
16,Dodecyl Aldehyde,0.01,80.80299624,Good,76.24221298
16,Dodecyl Aldehyde,0.1,114.0680661,Good,112.3330452
16,Dodecyl Aldehyde,1,162.1901775,Good,138.3439851
16,Dodecyl Aldehyde,10,194.5563501,Good,148.6010094
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,149.8429682,Good,133.2634683
16,Methyl Palmitate,0.1,176.2868265,Good,143.2742639
16,Methyl Palmitate,1,149.242026,Good,132.994745
16,Methyl Palmitate,10,155.1010657,Good,135.5259104
16,Geraniol,0.01,135.9193899,Good,126.42698
16,Geraniol,0.1,153.1067333,Good,134.6860861
16,Geraniol,1,140.0340646,Good,128.5888042
16,Geraniol,10,116.2708493,Good,113.9939197
16,Ethyl Palmitate,0.01,97.63403236,Good,97.57669781
16,Ethyl Palmitate,0.1,148.3897545,Good,132.6099027
16,Ethyl Palmitate,1,125.5451847,Good,120.347403
16,Ethyl Palmitate,10,74.09498666,Bad,65.03810243
16,Ethyl Palmitate,10,122.7427047,Good,118.5287629
16,Palmitic Acid,10,111.1623882,Good,110.0415153
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,88.16652996,Bad,86.57827404
16,Methyl Palmitate,0.01,111.0502011,Good,109.9506358
16,Methyl Palmitate,0.1,81.17018283,Good,76.80205155
16,Methyl Palmitate,0.1,58.23352526,Bad,28.27761234
16,Methyl Palmitate,1,125.6933104,Good,120.4412712
16,Methyl Palmitate,10,109.1296603,Good,108.3658835
16,Butyric Acid,0.01,112.5847449,Good,111.1780196
16,Butyric Acid,0.1,102.9258307,Good,102.8426593
16,Butyric Acid,1,94.44669493,Good,94.12017004
16,Butyric Acid,10,97.78818125,Good,97.7381533
16,2-Heptanone,0.01,84.49212216,Good,81.6457707
16,2-Heptanone,0.1,95.3701308,Good,95.14536768
16,2-Heptanone,1,103.9509899,Good,103.8008199
16,2-Heptanone,10,43.01972199,Good,-32.45152542
16,trans-Nerolidol,0.01,84.74265396,Good,81.99567122
16,trans-Nerolidol,0.1,71.69609276,Good,60.52238532
16,trans-Nerolidol,1,59.59414006,Good,32.19826665
16,trans-Nerolidol,10,71.14515668,Good,59.44229423
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,79.08490803,Good,73.55362421
16,Methyl Palmitate,0.1,58.78861992,Good,29.89905167
16,Methyl Palmitate,1,120.8846098,Good,117.2764836
16,Methyl Palmitate,10,138.986761,Good,128.0507012
16,Benzoic Acid,0.01,102.8721267,Good,102.7919387
16,Benzoic Acid,0.1,86.91877597,Good,84.95005955
16,Benzoic Acid,1,136.8194274,Good,126.9109644
16,Benzoic Acid,10,73.25131329,Good,63.48367625
16,Methyl Palmitate,0.01,85.84797026,Good,83.51500951
16,Methyl Palmitate,0.1,82.14680727,Good,78.26672353
16,Methyl Palmitate,1,101.6488466,Good,101.6221007
16,Methyl Palmitate,10,82.70407166,Good,79.08696877
16,Octadecanol,0.01,95.12821584,Good,94.87871804
16,Octadecanol,0.1,104.1258082,Good,103.96233
16,Octadecanol,1,135.6537176,Good,126.2828902
16,Octadecanol,10,123.0866884,Good,118.7564461
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,127.4865973,Good,121.5603819
16,Methyl Palmitate,0.1,123.6494899,Good,119.1262333
16,Methyl Palmitate,1,139.6161858,Good,128.3750667
16,Methyl Palmitate,10,134.7204425,Good,125.7722153
17,Hexane,0,100,Good,100
17,Methyl Palmitate,0.01,145.1097844,Good,131.0866594
17,Methyl Palmitate,0.1,86.81489286,Good,84.81239024
17,Methyl Palmitate,1,262.2303326,Good,161.8655863
17,Methyl Palmitate,10,189.4416067,Good,147.2132855
17,Octadecanol,0.01,208.3914599,Good,152.0133886
17,Octadecanol,0.1,205.0644014,Good,151.2348319
17,Octadecanol,1,206.3995904,Good,151.5502914
17,Octadecanol,10,116.2127359,Bad,113.9509115
17,Octadecanol,10,133.9974867,Good,125.3717346
17,Benzoic Acid,0.01,208.6593308,Good,152.0749925
17,Benzoic Acid,0.1,230.1168299,Good,156.543813
17,Benzoic Acid,1,197.8552862,Good,149.4580095
17,Benzoic Acid,10,152.6188769,Good,134.4773058
17,Geraniol,0.01,119.458698,Good,116.2890592
17,Geraniol,0.1,141.4528276,Good,129.305054
17,Geraniol,1,130.1602104,Good,123.1716054
17,Geraniol,10,220.7339443,Good,154.6965917
17,Hexane,0,100,Good,100
17,Methyl Palmitate,0.01,132.007019,Good,124.2464524
17,Methyl Palmitate,0.1,131.7536022,Good,124.1007469
17,Methyl Palmitate,1,190.9699165,Good,147.6357314
17,Methyl Palmitate,10,97.11682822,Good,97.03123359
17,Methyl Palmitate,10,76.70135661,Bad,69.62420951
17,Butyric Acid,0.01,124.4129433,Good,119.6225109
17,Butyric Acid,0.01,83.67947958,Bad,80.49638871
17,Butyric Acid,0.01,98.54563984,Bad,98.52417605
17,Butyric Acid,0.1,94.57222857,Good,94.2607132
17,Butyric Acid,1,75.56923198,Good,67.67101189
